"latitude","longitude","name","desc","color","source","precision"
49.2730293,-123.1486969,"1450 Walnut St., Vancouver, BC, Canada","1450 Walnut St, Vancouver, BC V6J, Canada",NA,"Bing Maps","address"
49.2325783,-123.1012955,"5750 Main St., Vancouver, BC, Canada","5750 Main St, Vancouver, BC V5W 2S8, Canada",NA,"Bing Maps","address"
49.2821198,-123.0983734,"250 Cordova St. W., Vancouver, BC, Canada","250 E Cordova St, Vancouver, BC V6A 1L3, Canada",NA,"Bing Maps","address"
49.2657013,-123.1377411,"1450 6th Ave W., Vancouver, BC, Canada","1450 W 6th Ave, Vancouver, BC V6H 4H3, Canada",NA,"Bing Maps","address"
49.2895584,-123.1259003,"1350 Hastings St. W., Vancouver, BC, Canada","1350 W Hastings St, Vancouver, BC V6E, Canada",NA,"Bing Maps","address"
49.2233353,-123.1015015,"6750 Main St., Vancouver, BC, Canada","6750 Main St, Vancouver, BC V5X, Canada",NA,"Bing Maps","address"
49.2576561,-123.0708847,"1650 14th Ave E., Vancouver, BC, Canada","1650 E 14th Ave, Vancouver, BC V5N, Canada",NA,"Bing Maps","address"
49.2926903,-123.1333237,"550 Denman St., Vancouver, BC, Canada","550 Denman St, Vancouver, BC V6G 3H1, Canada",NA,"Bing Maps","address"
49.2128334,-123.0908279,"7950 Fraser St., Vancouver, BC, Canada","7950 Fraser St, Vancouver, BC V5X, Canada",NA,"Bing Maps","address"
49.2667885,-123.0982208,"2050 Scotia St., Vancouver, BC, Canada","2050 Scotia St, Vancouver, BC V5T 4T1, Canada",NA,"Bing Maps","address"
49.2791176,-123.1198425,"550 Smithe St., Vancouver, BC, Canada","550 Smithe St, Vancouver, BC V6B 0A8, Canada",NA,"Bing Maps","address"
49.2671432,-123.1539917,"2150 5th Ave W., Vancouver, BC, Canada","2150 W 5th Ave, Vancouver, BC V6K 1S2, Canada",NA,"Bing Maps","address"
49.2600555,-123.0992737,"250 12th Ave E., Vancouver, BC, Canada","250 E 12th Ave, Vancouver, BC V5T 2G9, Canada",NA,"Bing Maps","address"
49.2668724,-123.1549606,"2150 Yew St., Vancouver, BC, Canada","2150 Yew St, Vancouver, BC V6K, Canada",NA,"Bing Maps","address"
49.2663002,-123.1539841,"2150 6th Ave W., Vancouver, BC, Canada","2150 W 6th Ave, Vancouver, BC V6K 1V6, Canada",NA,"Bing Maps","address"
49.2273293,-123.09198,"650 47th Ave E., Vancouver, BC, Canada","650 E 47th Ave, Vancouver, BC V5W, Canada",NA,"Bing Maps","address"
49.2716408,-123.158493,"2350 York Ave., Vancouver, BC, Canada","2350 York Ave, Vancouver, BC V6K 1C7, Canada",NA,"Bing Maps","address"
49.2651787,-123.097702,"350 6th Ave E., Vancouver, BC, Canada","350 E 6th Ave, Vancouver, BC V5T 1K1, Canada",NA,"Bing Maps","address"
49.2681618,-123.1633835,"2550 4th Ave W., Vancouver, BC, Canada","2550 W 4th Ave, Vancouver, BC V6K 1P6, Canada",NA,"Bing Maps","address"
49.2667465,-123.1430511,"2150 Pine St., Vancouver, BC, Canada","2150 Pine St, Vancouver, BC V6J, Canada",NA,"Bing Maps","address"
49.2558365,-123.0706253,"3250 Fleming St., Vancouver, BC, Canada","3250 Fleming St, Vancouver, BC V5N 3V5, Canada",NA,"Bing Maps","address"
49.2550125,-123.0706482,"3350 Fleming St., Vancouver, BC, Canada","3350 Fleming St, Vancouver, BC V5N 3V5, Canada",NA,"Bing Maps","address"
49.2048416,-123.1329498,"8850 Selkirk St., Vancouver, BC, Canada","8850 Selkirk St, Vancouver, BC V6P 4J8, Canada",NA,"Bing Maps","address"
49.2542229,-123.0720291,"1550 18th Ave E., Vancouver, BC, Canada","1550 E 18th Ave, Vancouver, BC V5N 2H5, Canada",NA,"Bing Maps","address"
49.2078209,-123.132843,"8650 Selkirk St., Vancouver, BC, Canada","8650 Selkirk St, Vancouver, BC V6P 4J3, Canada",NA,"Bing Maps","address"
49.2821808,-123.135582,"1250 Jervis St., Vancouver, BC, Canada","1250 Jervis St, Vancouver, BC V6E, Canada",NA,"Bing Maps","address"
49.2072639,-123.120079,"650 71st Ave W., Vancouver, BC, Canada","650 W 71st Ave, Vancouver, BC V6P 3A1, Canada",NA,"Bing Maps","address"
49.2354279,-123.0653534,"5450 Victoria Dr., Vancouver, BC, Canada","5450 Victoria Dr, Vancouver, BC V5P 3V8, Canada",NA,"Bing Maps","address"
49.2698593,-123.1586151,"2350 2nd Ave W., Vancouver, BC, Canada","2350 W 2nd Ave, Vancouver, BC V6K 1J1, Canada",NA,"Bing Maps","address"
49.2372894,-123.1572189,"2150 38th Ave W., Vancouver, BC, Canada","2150 W 38th Ave, Vancouver, BC V6M 1R9, Canada",NA,"Bing Maps","address"
49.2377892,-123.1552734,"5350 West Boulevard, Vancouver, BC, Canada","5350 West Blvd, Vancouver, BC V6M, Canada",NA,"Bing Maps","address"
49.2420158,-123.0280304,"4750 Joyce St., Vancouver, BC, Canada","4750 Joyce St, Vancouver, BC V5R 4G2, Canada",NA,"Bing Maps","address"
49.2278366,-123.1585922,"6450 Yew St., Vancouver, BC, Canada","6450 Yew St, Vancouver, BC V6M, Canada",NA,"Bing Maps","address"
49.278141,-123.0995789,"750 Main St., Vancouver, BC, Canada","750 Main St, Vancouver, BC V6A 2V7, Canada",NA,"Bing Maps","address"
49.2716103,-123.0675354,"1450 Salsbury Dr., Vancouver, BC, Canada","1450 Salsbury Dr, Vancouver, BC V5L, Canada",NA,"Bing Maps","address"
49.2902412,-123.1427536,"1050 Chilco St., Vancouver, BC, Canada","1050 Chilco St, Vancouver, BC V6G 2R8, Canada",NA,"Bing Maps","address"
49.2234993,-123.0919037,"650 51st Ave E., Vancouver, BC, Canada","650 E 51st Ave, Vancouver, BC V5X 1C9, Canada",NA,"Bing Maps","address"
49.2808228,-123.1106796,"550 Cambie St., Vancouver, BC, Canada","550 Cambie St, Vancouver, BC V6B 2N7, Canada",NA,"Bing Maps","address"
49.2369576,-123.155304,"5450 West Boulevard, Vancouver, BC, Canada","5450 West Blvd, Vancouver, BC V6M, Canada",NA,"Bing Maps","address"
49.2618752,-123.0535507,"2550 Broadway St. W., Vancouver, BC, Canada","2550 E Broadway, Vancouver, BC V5M 4T9, Canada",NA,"Bing Maps","address"
49.2796478,-123.0931854,"550 Jackson Ave., Vancouver, BC, Canada","550 Jackson Ave, Vancouver, BC V6A, Canada",NA,"Bing Maps","address"
49.2345352,-123.1605377,"2350 41st Ave W., Vancouver, BC, Canada","2350 W 41st Ave, Vancouver, BC V6M 2A4, Canada",NA,"Bing Maps","address"
49.2852669,-123.1195145,"650 Burrard St., Vancouver, BC, Canada","650 Burrard St, Vancouver, BC V6C, Canada",NA,"Bing Maps","address"
49.2800255,-123.1373825,"1250 Pacific St., Vancouver, BC, Canada","1250 Pacific St, Vancouver, BC V6E, Canada",NA,"Bing Maps","address"
49.260437,-123.1257019,"950 12th Ave W., Vancouver, BC, Canada","950 W 12th Ave, Vancouver, BC V5Z 1M9, Canada",NA,"Bing Maps","address"
49.2525558,-123.115036,"3650 Cambie St., Vancouver, BC, Canada","3650 Cambie St, Vancouver, BC V5Z 2X2, Canada",NA,"Bing Maps","address"
49.2770042,-123.1072998,"550 Pacific Blvd., Vancouver, BC, Canada","550 Pacific Blvd, Vancouver, BC V6B, Canada",NA,"Bing Maps","address"
49.2738724,-123.1282883,"550 Pacific St., Vancouver, BC, Canada","550 Pacific St, Vancouver, BC V6Z 3G2, Canada",NA,"Bing Maps","address"
49.2579193,-123.119812,"3050 Heather St., Vancouver, BC, Canada","3050 Heather St, Vancouver, BC V5Z 3K3, Canada",NA,"Bing Maps","address"
49.2480812,-123.1403732,"1550 26th Ave W., Vancouver, BC, Canada","1550 W 26th Ave, Vancouver, BC V6J 2W9, Canada",NA,"Bing Maps","address"
49.260025,-123.1336823,"2850 Birch St., Vancouver, BC, Canada","2850 Birch St, Vancouver, BC V6H 2T6, Canada",NA,"Bing Maps","address"
49.2729797,-123.1402969,"1450 Creekside Dr., Vancouver, BC, Canada","1450 Creekside Dr, Vancouver, BC V6J 5B3, Canada",NA,"Bing Maps","address"
49.254097,-123.0662994,"3450 Porter St., Vancouver, BC, Canada","3450 Porter St, Vancouver, BC V5N, Canada",NA,"Bing Maps","address"
49.2484169,-123.1245117,"4150 Laurel St., Vancouver, BC, Canada","4150 Laurel St, Vancouver, BC V5Z, Canada",NA,"Bing Maps","address"
49.2612495,-123.1119537,"350 11th Ave W., Vancouver, BC, Canada","350 W 11th Ave, Vancouver, BC V5Y 1T2, Canada",NA,"Bing Maps","address"
49.2825851,-123.1392288,"1450 Harwood St., Vancouver, BC, Canada","1450 Harwood St, Vancouver, BC V6G 1X5, Canada",NA,"Bing Maps","address"
49.278244,-123.0905075,"650 Georgia St. E., Vancouver, BC, Canada","650 E Georgia St, Vancouver, BC V6A 2A1, Canada",NA,"Bing Maps","address"
49.224514,-123.1057358,"6650 Ontario St., Vancouver, BC, Canada","6650 Ontario St, Vancouver, BC V5X 3B2, Canada",NA,"Bing Maps","address"
49.2696533,-123.1467133,"1850 2nd Ave W., Vancouver, BC, Canada","1850 W 2nd Ave, Vancouver, BC V6J 1H9, Canada",NA,"Bing Maps","address"
49.2333908,-123.1611099,"5850 Balsam St., Vancouver, BC, Canada","5850 Balsam St, Vancouver, BC V6M 4B9, Canada",NA,"Bing Maps","address"
49.2815056,-123.0912018,"350 Princess Ave., Vancouver, BC, Canada","350 Princess Ave, Vancouver, BC V6A, Canada",NA,"Bing Maps","address"
49.2684212,-123.0684967,"1750 2nd Ave E., Vancouver, BC, Canada","1750 E 2nd Ave, Vancouver, BC V5N 1E2, Canada",NA,"Bing Maps","address"
49.2627716,-123.0830688,"2450 Windsor St., Vancouver, BC, Canada","2450 Windsor St, Vancouver, BC V5T, Canada",NA,"Bing Maps","address"
49.2649384,-123.1046295,"2250 Ontario St., Vancouver, BC, Canada","2250 Ontario St, Vancouver, BC V5T 2X2, Canada",NA,"Bing Maps","address"
49.2382469,-123.0665131,"1950 35th Ave E., Vancouver, BC, Canada","1950 E 35th Ave, Vancouver, BC V5P 1B6, Canada",NA,"Bing Maps","address"
49.2912521,-123.1324081,"650 Bidwell St., Vancouver, BC, Canada","650 Bidwell St, Vancouver, BC V6G, Canada",NA,"Bing Maps","address"
49.2897911,-123.1315536,"750 Cardero St., Vancouver, BC, Canada","750 Cardero St, Vancouver, BC V6G, Canada",NA,"Bing Maps","address"
49.2331352,-123.1158829,"5750 Cambie St., Vancouver, BC, Canada","5750 Cambie St, Vancouver, BC V5Z 3A6, Canada",NA,"Bing Maps","address"
49.2775497,-123.1010361,"150 Union St., Vancouver, BC, Canada","150 Union St, Vancouver, BC V6A, Canada",NA,"Bing Maps","address"
49.284008,-123.1155548,"550 Granville St., Vancouver, BC, Canada","550 Granville St, Vancouver, BC V6C 1W6, Canada",NA,"Bing Maps","address"
49.2343369,-123.1144333,"450 40th Ave W., Vancouver, BC, Canada","450 W 40th Ave, Vancouver, BC V5Y 2R4, Canada",NA,"Bing Maps","address"
49.2610893,-123.0684204,"1750 10th Ave E., Vancouver, BC, Canada","1750 E 10th Ave, Vancouver, BC V5N 5K4, Canada",NA,"Bing Maps","address"
49.207531,-123.1313095,"8650 Osler St., Vancouver, BC, Canada","8650 Osler St, Vancouver, BC V6P 4E7, Canada",NA,"Bing Maps","address"
49.2292595,-123.053215,"2650 45th Ave E., Vancouver, BC, Canada","2650 E 45th Ave, Vancouver, BC V5R 3C1, Canada",NA,"Bing Maps","address"
49.2244682,-123.1028595,"150 50th Ave E., Vancouver, BC, Canada","150 E 50th Ave, Vancouver, BC V5X 1A3, Canada",NA,"Bing Maps","address"
49.2411003,-123.1220016,"750 33rd Ave W., Vancouver, BC, Canada","750 W 33rd Ave, Vancouver, BC V5Z, Canada",NA,"Bing Maps","address"
49.254921,-123.1219635,"3450 Willow St., Vancouver, BC, Canada","3450 Willow St, Vancouver, BC V5Z, Canada",NA,"Bing Maps","address"
49.2672348,-123.1587067,"2350 5th Ave W., Vancouver, BC, Canada","2350 W 5th Ave, Vancouver, BC V6K 1S5, Canada",NA,"Bing Maps","address"
49.2477837,-123.1221466,"4250 Willow St., Vancouver, BC, Canada","4250 Willow St, Vancouver, BC V5Z, Canada",NA,"Bing Maps","address"
49.2925835,-123.1326294,"1750 Bayshore Dr., Vancouver, BC, Canada","1750 Bayshore Dr, Vancouver, BC V6G, Canada",NA,"Bing Maps","address"
49.2617378,-123.1091766,"2650 Columbia St., Vancouver, BC, Canada","2650 Columbia St, Vancouver, BC V5Y, Canada",NA,"Bing Maps","address"
49.2706528,-123.1341782,"1450 Old Bridge Ct., Vancouver, BC, Canada","1450 Old Bridge St, Vancouver, BC V6H 3S6, Canada",NA,"Bing Maps","address"
49.273571,-123.0812454,"1250 Glen Dr., Vancouver, BC, Canada","1250 Glen Dr, Vancouver, BC V6A 3M9, Canada",NA,"Bing Maps","address"
49.2650681,-123.1107788,"2250 Alberta St., Vancouver, BC, Canada","2250 Alberta St, Vancouver, BC V5Y 3K6, Canada",NA,"Bing Maps","address"
49.2252312,-123.0922089,"650 49th Ave E., Vancouver, BC, Canada","650 E 49th Ave, Vancouver, BC V5W 2G9, Canada",NA,"Bing Maps","address"
49.2880096,-123.1390228,"1750 Comox St., Vancouver, BC, Canada","1750 Comox St, Vancouver, BC V6G, Canada",NA,"Bing Maps","address"
49.2769394,-123.0953903,"850 Dunlevy Ave., Vancouver, BC, Canada","850 Dunlevy Ave, Vancouver, BC V6A, Canada",NA,"Bing Maps","address"
49.2118683,-123.1017532,"8150 Main St., Vancouver, BC, Canada","8150 Main St, Vancouver, BC V5X 3L1, Canada",NA,"Bing Maps","address"
49.2740402,-123.1295624,"1450 Granville St., Vancouver, BC, Canada","1450 Granville St, Vancouver, BC V6Z, Canada",NA,"Bing Maps","address"
49.2687607,-123.1467514,"1850 3rd Ave W., Vancouver, BC, Canada","1850 W 3rd Ave, Vancouver, BC V6J 1K8, Canada",NA,"Bing Maps","address"
49.2228394,-123.1049957,"50 52nd Ave E., Vancouver, BC, Canada","50 E 52nd Ave, Vancouver, BC V5X 1G4, Canada",NA,"Bing Maps","address"
49.2585297,-123.1231537,"850 14th Ave W., Vancouver, BC, Canada","850 W 14th Ave, Vancouver, BC V5Z 1R1, Canada",NA,"Bing Maps","address"
49.2266464,-123.1177902,"6450 Ash St., Vancouver, BC, Canada","6450 Ash St, Vancouver, BC V5Z 3G9, Canada",NA,"Bing Maps","address"
49.2509079,-123.0757599,"3850 Knight St., Vancouver, BC, Canada","3850 Knight St, Vancouver, BC V5N 3L6, Canada",NA,"Bing Maps","address"
49.2264595,-123.1294937,"1050 49th Ave W., Vancouver, BC, Canada","1050 W 49th Ave, Vancouver, BC V6M 2P8, Canada",NA,"Bing Maps","address"
49.2506104,-123.1149292,"3850 Cambie St., Vancouver, BC, Canada","3850 Cambie St, Vancouver, BC V5Z 2X7, Canada",NA,"Bing Maps","address"
49.2810898,-123.0691986,"1750 Hastings St. E., Vancouver, BC, Canada","1750 E Hastings St, Vancouver, BC V5L 1S9, Canada",NA,"Bing Maps","address"
49.2581787,-123.0941849,"450 Kingsway, Vancouver, BC, Canada","450 Kingsway, Vancouver, BC V5T 3J9, Canada",NA,"Bing Maps","address"
49.2628784,-123.1135788,"450 Broadway St. E., Vancouver, BC, Canada","450 W Broadway, Vancouver, BC V5Y 1R3, Canada",NA,"Bing Maps","address"
49.225769,-123.1282043,"6550 Oak St., Vancouver, BC, Canada","6550 Oak St, Vancouver, BC V6P 3Z2, Canada",NA,"Bing Maps","address"
49.2570496,-123.0926895,"550 15th Ave E., Vancouver, BC, Canada","550 E 15th Ave, Vancouver, BC V5T 2R5, Canada",NA,"Bing Maps","address"
49.259079,-123.0890579,"2850 Fraser St., Vancouver, BC, Canada","2850 Fraser St, Vancouver, BC V5T 3V9, Canada",NA,"Bing Maps","address"
49.2559242,-123.0896835,"3250 Fraser St., Vancouver, BC, Canada","3250 Fraser St, Vancouver, BC V5V, Canada",NA,"Bing Maps","address"
49.2905655,-123.0479813,"2750 Yale St., Vancouver, BC, Canada","2750 Yale St, Vancouver, BC V5K 1C3, Canada",NA,"Bing Maps","address"
49.2675591,-123.0705338,"1650 3rd Ave E., Vancouver, BC, Canada","1650 E 3rd Ave, Vancouver, BC V5N 1G9, Canada",NA,"Bing Maps","address"
49.2378006,-123.0652161,"5150 Victoria Dr., Vancouver, BC, Canada","5150 Victoria Dr, Vancouver, BC V5P 3V2, Canada",NA,"Bing Maps","address"
49.2667503,-123.1680603,"2150 Macdonald St., Vancouver, BC, Canada","2150 Macdonald St, Vancouver, BC V6K 3Y4, Canada",NA,"Bing Maps","address"
49.2432137,-123.101738,"150 30th Ave E., Vancouver, BC, Canada","150 E 30th Ave, Vancouver, BC V5V, Canada",NA,"Bing Maps","address"
49.2638283,-123.1612396,"2450 Broadway St. E., Vancouver, BC, Canada","2450 W Broadway, Vancouver, BC V6K 2E7, Canada",NA,"Bing Maps","address"
49.2824707,-123.1338806,"1150 Jervis St., Vancouver, BC, Canada","1150 Jervis St, Vancouver, BC V6E 2C8, Canada",NA,"Bing Maps","address"
49.2814217,-123.1167068,"550 Georgia St. W., Vancouver, BC, Canada","550 W Georgia St, Vancouver, BC V6B 2A3, Canada",NA,"Bing Maps","address"
49.2266884,-123.1071701,"50 48th Ave W., Vancouver, BC, Canada","50 W 48th Ave, Vancouver, BC V5Y 2Y4, Canada",NA,"Bing Maps","address"
49.2333298,-123.0366211,"5550 Joyce St., Vancouver, BC, Canada","5550 Joyce St, Vancouver, BC V5R 4H6, Canada",NA,"Bing Maps","address"
49.2209587,-123.1029129,"150 54th Ave E., Vancouver, BC, Canada","150 E 54th Ave, Vancouver, BC V5X 1K6, Canada",NA,"Bing Maps","address"
49.2584305,-123.1858902,"3150 Alma St., Vancouver, BC, Canada","3150 Alma St, Vancouver, BC V6R 3T1, Canada",NA,"Bing Maps","address"
49.2559166,-123.1162033,"550 17th Ave W., Vancouver, BC, Canada","550 W 17th Ave, Vancouver, BC V5Z, Canada",NA,"Bing Maps","address"
49.2667694,-123.097168,"350 2nd Ave E., Vancouver, BC, Canada","350 E 2nd Ave, Vancouver, BC V5T 4R8, Canada",NA,"Bing Maps","address"
49.22118,-123.123436,"7050 Heather St., Vancouver, BC, Canada","7050 Heather St, Vancouver, BC V6P, Canada",NA,"Bing Maps","address"
49.2214012,-123.1256638,"850 54th Ave W., Vancouver, BC, Canada","850 W 54th Ave, Vancouver, BC V6P, Canada",NA,"Bing Maps","address"
49.2214203,-123.1219406,"750 54th Ave W., Vancouver, BC, Canada","750 W 54th Ave, Vancouver, BC V6P, Canada",NA,"Bing Maps","address"
49.2789459,-123.0703125,"650 Commercial Dr., Vancouver, BC, Canada","650 Commercial Dr, Vancouver, BC V5L 3W2, Canada",NA,"Bing Maps","address"
49.2404099,-123.0512848,"4850 Duchess St., Vancouver, BC, Canada","4850 Duchess St, Vancouver, BC V5R, Canada",NA,"Bing Maps","address"
49.261364,-123.1545715,"2150 Salal Dr., Vancouver, BC, Canada","2150 Salal Dr, Vancouver, BC V6K, Canada",NA,"Bing Maps","address"
49.2669907,-123.1287918,"1150 Sitka Sq., Vancouver, BC, Canada","Sitka Sq, Vancouver, BC V6H, Canada",NA,"Bing Maps","street"
49.2399292,-123.1012955,"4950 Main St., Vancouver, BC, Canada","4950 Main St, Vancouver, BC V5W 2R3, Canada",NA,"Bing Maps","address"
49.2635155,-123.0976257,"350 8th Ave E., Vancouver, BC, Canada","350 E 8th Ave, Vancouver, BC V5T, Canada",NA,"Bing Maps","address"
49.2594757,-123.0764236,"1350 12th Ave E., Vancouver, BC, Canada","1350 E 12th Ave, Vancouver, BC V5N 1Z9, Canada",NA,"Bing Maps","address"
49.2839699,-123.0691605,"1750 Powell St., Vancouver, BC, Canada","1750 Powell St, Vancouver, BC V5L 1H7, Canada",NA,"Bing Maps","address"
49.2858696,-123.1349869,"1050 Nicola St., Vancouver, BC, Canada","1050 Nicola St, Vancouver, BC V6G 2C9, Canada",NA,"Bing Maps","address"
49.2693176,-123.1573029,"1850 Vine St., Vancouver, BC, Canada","1850 Vine St, Vancouver, BC V6K, Canada",NA,"Bing Maps","address"
49.2842865,-123.1310501,"1250 Nelson St., Vancouver, BC, Canada","1250 Nelson St, Vancouver, BC V6E, Canada",NA,"Bing Maps","address"
49.2560883,-123.069191,"3250 Commercial Dr., Vancouver, BC, Canada","3250 Commercial Dr, Vancouver, BC V5N 4E4, Canada",NA,"Bing Maps","address"
49.2626839,-123.0733871,"2450 Woodland Dr., Vancouver, BC, Canada","2450 Woodland Dr, Vancouver, BC V5N, Canada",NA,"Bing Maps","address"
49.2577667,-123.1306381,"1150 15th Ave W., Vancouver, BC, Canada","1150 W 15th Ave, Vancouver, BC V6H, Canada",NA,"Bing Maps","address"
49.2748184,-123.1161804,"50 Nelson St., Vancouver, BC, Canada","50 Nelson St, Vancouver, BC V6B, Canada",NA,"Bing Maps","address"
49.2617645,-123.1493607,"1950 11th Ave W., Vancouver, BC, Canada","1950 W 11th Ave, Vancouver, BC V6J 2C6, Canada",NA,"Bing Maps","address"
49.2680893,-123.1135254,"1950 Wylie St., Vancouver, BC, Canada","1950 Wylie St, Vancouver, BC V5Y, Canada",NA,"Bing Maps","address"
49.2655334,-123.1239548,"2250 Laurel St., Vancouver, BC, Canada","2250 Laurel St, Vancouver, BC V5Z, Canada",NA,"Bing Maps","address"
49.2649651,-123.1228409,"850 7th Ave W., Vancouver, BC, Canada","850 W 7th Ave, Vancouver, BC V5Z, Canada",NA,"Bing Maps","address"
49.2077065,-123.1403427,"8650 Granville St., Vancouver, BC, Canada","8650 Granville St, Vancouver, BC V6P 5A1, Canada",NA,"Bing Maps","address"
49.2641563,-123.109314,"2350 Columbia St., Vancouver, BC, Canada","2350 Columbia St, Vancouver, BC V5Y, Canada",NA,"Bing Maps","address"
49.2635918,-123.1085129,"150 8th Ave W., Vancouver, BC, Canada","150 W 8th Ave, Vancouver, BC V5Y 1N2, Canada",NA,"Bing Maps","address"
49.2384109,-123.0575485,"5050 Highgate St., Vancouver, BC, Canada","5050 Highgate St, Vancouver, BC V5R 3G8, Canada",NA,"Bing Maps","address"
49.2068253,-123.1312943,"1050 71st Ave W., Vancouver, BC, Canada","1050 W 71st Ave, Vancouver, BC V6P, Canada",NA,"Bing Maps","address"
49.2891006,-123.127861,"650 Broughton St., Vancouver, BC, Canada","650 Broughton St, Vancouver, BC V6G, Canada",NA,"Bing Maps","address"
49.2543182,-123.1007462,"3450 Main St., Vancouver, BC, Canada","3450 Main St, Vancouver, BC V5V 3N2, Canada",NA,"Bing Maps","address"
49.2595901,-123.1146317,"2850 Cambie St., Vancouver, BC, Canada","2850 Cambie St, Vancouver, BC V5Z 2V5, Canada",NA,"Bing Maps","address"
49.2049828,-123.1344681,"8850 Hudson St., Vancouver, BC, Canada","8850 Hudson St, Vancouver, BC V6P 4N2, Canada",NA,"Bing Maps","address"
49.2041893,-123.1329422,"1150 73rd Ave W., Vancouver, BC, Canada","1150 W 73rd Ave, Vancouver, BC V6P, Canada",NA,"Bing Maps","address"
49.2078972,-123.1389465,"8650 French St., Vancouver, BC, Canada","8650 French St, Vancouver, BC V6P 4W6, Canada",NA,"Bing Maps","address"
49.2805367,-123.0596161,"450 Templeton Dr., Vancouver, BC, Canada","450 Templeton Dr, Vancouver, BC V5L, Canada",NA,"Bing Maps","address"
49.2062531,-123.1390076,"8750 French St., Vancouver, BC, Canada","8750 French St, Vancouver, BC V6P, Canada",NA,"Bing Maps","address"
49.2674637,-123.0984192,"1950 Scotia St., Vancouver, BC, Canada","1950 Scotia St, Vancouver, BC V5T, Canada",NA,"Bing Maps","address"
49.2649269,-123.1749191,"3150 8th Ave W., Vancouver, BC, Canada","3150 W 8th Ave, Vancouver, BC V6K 2C3, Canada",NA,"Bing Maps","address"
49.2911491,-123.1373978,"1850 Haro St., Vancouver, BC, Canada","1850 Haro St, Vancouver, BC V6G, Canada",NA,"Bing Maps","address"
49.2264709,-123.1048508,"50 48th Ave E., Vancouver, BC, Canada","50 E 48th Ave, Vancouver, BC V5W 2C6, Canada",NA,"Bing Maps","address"
49.2662849,-123.0995712,"250 5th Ave E., Vancouver, BC, Canada","250 E 5th Ave, Vancouver, BC V5T 1H3, Canada",NA,"Bing Maps","address"
49.2250786,-123.103508,"6550 Quebec St., Vancouver, BC, Canada","6550 Quebec St, Vancouver, BC V5X, Canada",NA,"Bing Maps","address"
49.2599564,-123.0272293,"3550 11th Ave E., Vancouver, BC, Canada","3550 E 11th Ave, Vancouver, BC V5M, Canada",NA,"Bing Maps","address"
49.2164307,-123.1269531,"7550 Fremlin St., Vancouver, BC, Canada","7550 Fremlin St, Vancouver, BC V6P 3W6, Canada",NA,"Bing Maps","address"
49.2169838,-123.1281815,"950 59th Ave W., Vancouver, BC, Canada","950 W 59th Ave, Vancouver, BC V6P, Canada",NA,"Bing Maps","address"
49.2579765,-123.1009521,"3050 Main St., Vancouver, BC, Canada","3050 Main St, Vancouver, BC V5T 3G5, Canada",NA,"Bing Maps","address"
49.23526,-123.0361557,"5450 Cecil St., Vancouver, BC, Canada","5450 Cecil St, Vancouver, BC V5R 4E5, Canada",NA,"Bing Maps","address"
49.2846756,-123.1359406,"1450 Pendrell St., Vancouver, BC, Canada","1450 Pendrell St, Vancouver, BC V6G, Canada",NA,"Bing Maps","address"
49.2838249,-123.1346436,"1350 Pendrell St., Vancouver, BC, Canada","1350 Pendrell St, Vancouver, BC V6E, Canada",NA,"Bing Maps","address"
49.2645645,-123.1057892,"50 7th Ave W., Vancouver, BC, Canada","50 W 7th Ave, Vancouver, BC V5Y 1L6, Canada",NA,"Bing Maps","address"
49.2634315,-123.1736908,"2550 Balaclava St., Vancouver, BC, Canada","2550 Balaclava St, Vancouver, BC V6K 4E1, Canada",NA,"Bing Maps","address"
49.2654419,-123.1119537,"350 6th Ave W., Vancouver, BC, Canada","350 W 6th Ave, Vancouver, BC V5Y, Canada",NA,"Bing Maps","address"
49.2470436,-123.1234741,"850 27th Ave W., Vancouver, BC, Canada","850 W 27th Ave, Vancouver, BC V5Z 2G7, Canada",NA,"Bing Maps","address"
49.2322197,-123.1554642,"5950 Boulevard W., Vancouver, BC, Canada","5950 West Blvd, Vancouver, BC V6M, Canada",NA,"Bing Maps","address"
49.2889709,-123.1407776,"1850 Comox St., Vancouver, BC, Canada","1850 Comox St, Vancouver, BC V6G 1R3, Canada",NA,"Bing Maps","address"
49.2642403,-123.0987015,"2350 Scotia St., Vancouver, BC, Canada","2350 Scotia St, Vancouver, BC V5T, Canada",NA,"Bing Maps","address"
49.2878494,-123.1419601,"1850 Morton Ave., Vancouver, BC, Canada","1850 Morton Ave, Vancouver, BC V6G, Canada",NA,"Bing Maps","address"
49.2635536,-123.0997162,"250 8th Ave E., Vancouver, BC, Canada","250 E 8th Ave, Vancouver, BC V5T, Canada",NA,"Bing Maps","address"
49.2827797,-123.0701752,"250 Commercial Dr., Vancouver, BC, Canada","250 Commercial Dr, Vancouver, BC V5L, Canada",NA,"Bing Maps","address"
49.2514496,-123.0788879,"1250 Kingsway, Vancouver, BC, Canada","1250 Kingsway, Vancouver, BC V5V 3E1, Canada",NA,"Bing Maps","address"
49.2620468,-123.1080627,"150 10th Ave W., Vancouver, BC, Canada","150 W 10th Ave, Vancouver, BC V5Y 1R8, Canada",NA,"Bing Maps","address"
49.2805672,-123.0517654,"450 Penticton St., Vancouver, BC, Canada","450 Penticton St, Vancouver, BC V5K, Canada",NA,"Bing Maps","address"
49.2379875,-123.0642166,"2050 35th Ave E., Vancouver, BC, Canada","2050 E 35th Ave, Vancouver, BC V5P 1B9, Canada",NA,"Bing Maps","address"
